,index,path,angle,emotion
4685,BF33,kdef/KDEF/BF33/BF33HAS.JPG,4,3
4694,AF13,kdef/KDEF/AF13/AF13HAS.JPG,4,3
4695,AF13,kdef/KDEF/AF13/AF13SAS.JPG,4,5
4697,AF13,kdef/KDEF/AF13/AF13AFS.JPG,4,0
4714,AF13,kdef/KDEF/AF13/AF13DIS.JPG,4,2
4715,AF13,kdef/KDEF/AF13/AF13ANS.JPG,4,1
4717,AF13,kdef/KDEF/AF13/AF13SUS.JPG,4,6
4727,BF26,kdef/KDEF/BF26/BF26SUS.JPG,4,6
4730,BF26,kdef/KDEF/BF26/BF26SAS.JPG,4,5
4732,BF26,kdef/KDEF/BF26/BF26DIS.JPG,4,2
4736,BF26,kdef/KDEF/BF26/BF26AFS.JPG,4,0
4739,BF26,kdef/KDEF/BF26/BF26HAS.JPG,4,3
4757,BF26,kdef/KDEF/BF26/BF26ANS.JPG,4,1
4759,BM04,kdef/KDEF/BM04/BM04ANS.JPG,4,1
4765,BM04,kdef/KDEF/BM04/BM04DIS.JPG,4,2
4768,BM04,kdef/KDEF/BM04/BM04SUS.JPG,4,6
4769,BM04,kdef/KDEF/BM04/BM04SAS.JPG,4,5
4787,BM04,kdef/KDEF/BM04/BM04HAS.JPG,4,3
4791,BM04,kdef/KDEF/BM04/BM04AFS.JPG,4,0
4799,AF23,kdef/KDEF/AF23/AF23ANS.JPG,4,1
4803,AF23,kdef/KDEF/AF23/AF23SAS.JPG,4,5
4809,AF23,kdef/KDEF/AF23/AF23DIS.JPG,4,2
4815,AF23,kdef/KDEF/AF23/AF23AFS.JPG,4,0
4822,AF23,kdef/KDEF/AF23/AF23HAS.JPG,4,3
4827,AF23,kdef/KDEF/AF23/AF23SUS.JPG,4,6
4829,BF10,kdef/KDEF/BF10/BF10SAS.JPG,4,5
4833,BF10,kdef/KDEF/BF10/BF10DIS.JPG,4,2
4836,BF10,kdef/KDEF/BF10/BF10AFS.JPG,4,0
4841,BF10,kdef/KDEF/BF10/BF10ANS.JPG,4,1
4854,BF10,kdef/KDEF/BF10/BF10SUS.JPG,4,6
4859,BF10,kdef/KDEF/BF10/BF10HAS.JPG,4,3
4867,AM10,kdef/KDEF/AM10/AM10ANS.JPG,4,1
4882,AM10,kdef/KDEF/AM10/AM10DIS.JPG,4,2
4886,AM10,kdef/KDEF/AM10/AM10AFS.JPG,4,0
4887,AM10,kdef/KDEF/AM10/AM10SAS.JPG,4,5
4888,AM10,kdef/KDEF/AM10/AM10SUS.JPG,4,6
4897,AM10,kdef/KDEF/AM10/AM10HAS.JPG,4,3
